_type,evt_block_time,evt_index,index,start,place_in_line,amount,price_per_pod,filled_beans,_from,_to
pod-listing-filled,2022-03-13T21:27:51+00:00,456,695196582.394395,0,671780823.977854,56964.081161,0.03,1708.92243483,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-13T22:53:17+00:00,231,48270190.807362,0,24859433.032271,4269,0.52,2219.88,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c,
pod-listing-filled,2022-03-14T00:54:01+00:00,379,491089182.099072,0,467667057.795566,26604.1352,0.04,1064.165408,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-14T01:06:55+00:00,455,27094209.875598,0,3669129.605527,3058.346004,0.82,2507.84372328,\x8d06ffb1500343975571cc0240152c413d803778,
pod-listing-filled,2022-03-14T03:41:22+00:00,221,27097268.221602,0,3658916.46788,6097.560975,0.82,4999.99999950,\x8d06ffb1500343975571cc0240152c413d803778,
pod-listing-filled,2022-03-14T05:48:24+00:00,219,27103365.782577,0,3654138.3678,4694.956362,0.82,3849.86421684,\x8d06ffb1500343975571cc0240152c413d803778,
pod-listing-filled,2022-03-14T08:40:12+00:00,776,323099144.507879,0,299628721.145107,30303.030303,0.066,1999.999999998,\x54793c8f80f642ed4e200177bf845c61915ebc55,
pod-listing-filled,2022-03-14T14:24:09+00:00,339,323129447.538182,0,299628704.306876,1941.820772,0.066,128.160170952,\x54793c8f80f642ed4e200177bf845c61915ebc55,
pod-listing-filled,2022-03-14T15:15:53+00:00,373,323131389.358954,0,299628489.186431,65269.543413,0.066,4307.789865258,\x54793c8f80f642ed4e200177bf845c61915ebc55,
pod-listing-filled,2022-03-14T16:01:10+00:00,462,27205591.471716,0,3697732.162831,3000,0.79,2370.00,\x2e7435ac62af083f5602b645602770f5328018d1,
pod-listing-filled,2022-03-14T21:57:56+00:00,216,26254950.988533,0,2732211.525083,4030.762307,0.825,3325.378903275,\xddf06174511f1467811aa55cd6eb4efe0dffc2e8,
pod-listing-filled,2022-03-14T23:47:09+00:00,24,262192846.38856,0,238656186.287761,2857.625611,0.09,257.18630499,\x550586fc064315b54af25024415786843131c8c1,
pod-listing-filled,2022-03-14T23:57:26+00:00,295,42612301.09903,0,19075640.998231,230.290114,0.67,154.29437638,\x6a93946254899a34fdcb7fbf92dfd2e4ec1399e7,
pod-listing-filled,2022-03-15T00:55:45+00:00,397,94280226.431848,0,70735926.311058,64.286521,0.28,18.00022588,\x70c61c13ccef8c8a7e74933dfb037aae0c2bea31,
pod-listing-filled,2022-03-15T02:11:08+00:00,450,218675824.291689,0,195127123.203352,1894.2869,0.12,227.314428,\x0679be304b60cd6ff0c254a16ceef02cb19ca1b8,
pod-listing-filled,2022-03-15T07:31:53+00:00,147,27108060.738939,0,3540910.281099,302.524126,0.82,248.06978332,\x8d06ffb1500343975571cc0240152c413d803778,
pod-listing-filled,2022-03-15T11:54:20+00:00,431,27108363.263065,0,3510946.262167,12789.55065,0.82,10487.4315330,\x8d06ffb1500343975571cc0240152c413d803778,
pod-listing-filled,2022-03-15T12:05:03+00:00,219,695628520.661609,0,672021276.115073,143420,0.033,4732.860,\x26258096ade7e73b0fcb7b5e2ac1006a854deef6,
pod-listing-filled,2022-03-15T12:08:54+00:00,185,40848891.399036,0,17241646.8525,18658.460216,0.6,11195.0761296,\xc1e607b7730c43c8d15562ffa1ad27b4463dc4c4,
pod-listing-filled,2022-03-15T12:20:26+00:00,396,250526151.093083,0,226918906.546547,74656.41753,0.1,7465.641753,\xd368266f4e53b9e00147c758ded2ee063591f9a8,
pod-listing-filled,2022-03-15T12:58:20+00:00,248,262195704.014171,0,238588459.467635,25133.316533,0.09,2261.99848797,\x550586fc064315b54af25024415786843131c8c1,
pod-listing-filled,2022-03-15T13:08:09+00:00,494,309147120.451233,0,285524843.03292,20160.241262,0.1,2016.0241262,\x76a014267b1d9e375d4a84554504e366c7de1167,
pod-listing-filled,2022-03-15T13:33:50+00:00,171,40867549.859252,0,17245272.440939,10500,0.6,6300.0,\xc1e607b7730c43c8d15562ffa1ad27b4463dc4c4,
pod-listing-filled,2022-03-15T13:47:46+00:00,658,25475543.849725,0,1853266.431412,3523.403523,0.855,3012.510012165,\xe1d86a7088d05398a2b9ba566be0b3c5ffa5d9af,
pod-listing-filled,2022-03-15T13:52:09+00:00,306,27211591.471716,0,3589314.053403,6000,0.85,5100.00,\xe7003d4f740d6bbc2bb0f057d41df36085d8cba8,
pod-listing-filled,2022-03-15T14:31:17+00:00,398,27616610.53843,0,3984639.004806,4615.384614,0.9,4153.8461526,\x8d06ffb1500343975571cc0240152c413d803778,
pod-listing-filled,2022-03-15T23:23:43+00:00,252,405492506.0926,0,381801478.355452,262.152482,0.05,13.10762410,\x85971eb6073d28edf8f013221071bdbb9deda1af,
pod-listing-filled,2022-03-16T02:03:06+00:00,431,323131389.358954,0,299419210.20041,61656.029023,0.084,5179.106437932,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-16T04:36:00+00:00,57,136878766.211724,0,113151191.10133,34430.663633,0.15,5164.59954495,\x80ec8c4e035a9a200155a3f8d3e5fd29b2d8ca42,
pod-listing-filled,2022-03-16T04:58:59+00:00,378,81429748.380956,0,57702173.270562,7813.05883,0.33,2578.3094139,\x0679be304b60cd6ff0c254a16ceef02cb19ca1b8,
pod-listing-filled,2022-03-16T05:52:58+00:00,75,411688335.001233,0,387958872.592219,1570,0.05,78.50,\x3103c84c86a534a4f10c3823606f2a5b90923924,
pod-listing-filled,2022-03-16T05:55:27+00:00,228,422363385.300603,0,398633922.891589,3204,0.05,160.20,\x3103c84c86a534a4f10c3823606f2a5b90923924,
pod-listing-filled,2022-03-16T06:05:34+00:00,169,24719262.956173,0,986315.525904998,10064.177623,0.94,9460.32696562,\x8d06ffb1500343975571cc0240152c413d803778,
pod-listing-filled,2022-03-16T11:32:48+00:00,317,28278581.077376,0,4503559.719691,8579,0.82,7034.78,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-16T18:48:26+00:00,222,695447106.462249,0,671621210.831346,20000,0.033,660.000,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-16T19:01:54+00:00,265,695993270.29395,0,672161734.524869,70921.5625,0.033,2340.4115625,\x26258096ade7e73b0fcb7b5e2ac1006a854deef6,
pod-listing-filled,2022-03-16T19:03:39+00:00,216,26012896.495787,0,2181360.726706,1481.846039,0.94,1392.93527666,\x8d06ffb1500343975571cc0240152c413d803778,
pod-listing-filled,2022-03-16T19:06:09+00:00,58,27626670.631491,0,3795134.86241,3002.332759,0.88,2642.05282792,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-16T23:32:43+00:00,836,40878049.859252,0,17028022.909067,4557.68978,0.6,2734.613868,\xc1e607b7730c43c8d15562ffa1ad27b4463dc4c4,
pod-listing-filled,2022-03-17T04:26:19+00:00,380,40882607.549032,0,17004239.607985,13667.205471,0.6,8200.3232826,\xc1e607b7730c43c8d15562ffa1ad27b4463dc4c4,
pod-listing-filled,2022-03-17T04:55:37+00:00,15,40896274.754503,0,17017906.813456,54252.678768,0.6,32551.6072608,\xc1e607b7730c43c8d15562ffa1ad27b4463dc4c4,
pod-listing-filled,2022-03-17T06:08:25+00:00,231,695337036.890007,0,671446396.29581,60606.060606,0.033,1999.999999998,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-17T08:29:55+00:00,127,27629672.96425,0,3730742.944824,6937.574179,0.88,6105.06527752,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-17T15:47:52+00:00,490,695467106.462249,0,671540470.884377,28471.528595,0.033,939.560443635,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-17T20:08:50+00:00,74,697462003.533001,0,673516486.046283,233865.679687,0.03,7015.97039061,\x26258096ade7e73b0fcb7b5e2ac1006a854deef6,
pod-listing-filled,2022-03-17T20:10:45+00:00,415,42446543.126905,0,18501025.640187,3344.111016,0.65,2173.67216040,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-17T20:56:07+00:00,324,262195704.014171,0,238250186.527453,25133.316533,0.085,2136.331905305,\x9f083538a30e6bfe1c9e644c47d9e22ccc5ce56e,
pod-listing-filled,2022-03-17T21:03:50+00:00,243,693862296.947457,0,669907914.82572,4395.105822,0.032,140.643386304,\xc997b8078a2c4aa2ac8e17589583173518f3bc94,
pod-listing-filled,2022-03-17T22:00:43+00:00,529,695397642.950613,0,671440266.248806,10587.087636,0.033,349.373891988,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-17T22:32:10+00:00,109,323193045.387977,0,299235668.68617,3613.51439,0.084,303.53520876,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-17T22:34:00+00:00,93,491115786.234272,0,467158409.532465,54054.054054,0.074,3999.999999996,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-17T22:40:07+00:00,243,43657916.319211,0,19700539.617404,2725.077554,0.55,1498.79265470,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-17T22:57:13+00:00,147,697695869.212688,0,673738492.510881,151773.247545,0.033,5008.517168985,\x26258096ade7e73b0fcb7b5e2ac1006a854deef6,
pod-listing-filled,2022-03-17T23:18:56+00:00,26,250600807.510613,0,226641189.350414,197207.803637,0.1,19720.7803637,\xd368266f4e53b9e00147c758ded2ee063591f9a8,
pod-listing-filled,2022-03-17T23:18:56+00:00,529,312055923.158305,0,288096304.998106,961997.948382,0.1,96199.7948382,\x88f09bdc8e99272588242a808052eb32702f88d0,
pod-listing-filled,2022-03-17T23:19:32+00:00,430,384284223.137807,0,360324604.977608,107637.536296,0.09,9687.37826664,\x3d138e67dfac9a7af69d2694470b0b6d37721b06,
pod-listing-filled,2022-03-17T23:20:27+00:00,5,636847008.762039,0,612887390.60184,488149.24397,0.05,24407.4621985,\x88f09bdc8e99272588242a808052eb32702f88d0,
pod-listing-filled,2022-03-18T00:29:22+00:00,560,43660641.396765,0,19698319.387952,482.531652,0.55,265.39240860,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-18T00:32:33+00:00,456,697847642.460233,0,673885320.45142,8422.147424,0.033,277.930864992,\x26258096ade7e73b0fcb7b5e2ac1006a854deef6,
pod-listing-filled,2022-03-18T01:26:41+00:00,290,136913196.875357,0,112946819.562935,2935.93438,0.15,440.3901570,\x80ec8c4e035a9a200155a3f8d3e5fd29b2d8ca42,
pod-listing-filled,2022-03-18T01:38:35+00:00,246,695771940.661609,0,671805563.349187,21000,0.033,693.000,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-18T02:18:47+00:00,447,697856064.607657,0,673888961.262079,30000,0.033,990.000,\x26258096ade7e73b0fcb7b5e2ac1006a854deef6,
pod-listing-filled,2022-03-18T02:32:49+00:00,359,697886064.607657,0,673918961.262079,22691.440968,0.033,748.817551944,\x26258096ade7e73b0fcb7b5e2ac1006a854deef6,
pod-listing-filled,2022-03-18T02:36:17+00:00,56,695426166.696789,0,671459063.351211,8643.272696,0.033,285.227998968,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-18T03:57:32+00:00,125,695792940.661609,0,671824169.481671,20000,0.033,660.000,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-18T04:07:02+00:00,86,43661123.928417,0,19688024.147077,4987.726658,0.55,2743.24966190,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-18T05:06:24+00:00,225,136916132.809737,0,112937294.051434,8000,0.15,1200.00,\x80ec8c4e035a9a200155a3f8d3e5fd29b2d8ca42,
pod-listing-filled,2022-03-18T06:38:12+00:00,233,26254950.988533,0,2266706.319719,1544.471194,0.9,1390.0240746,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-18T06:44:23+00:00,659,331554473.841786,0,307566229.172972,6167.341566,0.09,555.06074094,\x550586fc064315b54af25024415786843131c8c1,
pod-listing-filled,2022-03-18T07:06:45+00:00,210,136924132.809737,0,112935888.140923,55399.924533,0.15,8309.98867995,\x80ec8c4e035a9a200155a3f8d3e5fd29b2d8ca42,
pod-listing-filled,2022-03-18T07:27:36+00:00,176,695408230.038249,0,671419985.369435,1458.416574,0.033,48.127746942,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-18T07:27:36+00:00,420,695504899.844259,0,671516655.175445,8038.918025,0.033,265.284294825,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-18T07:28:13+00:00,292,697945151.970404,0,673956907.30159,9388.515625,0.033,309.821015625,\x26258096ade7e73b0fcb7b5e2ac1006a854deef6,
pod-listing-filled,2022-03-18T07:30:32+00:00,196,697954557.880858,0,673966313.212044,85060.9375,0.033,2807.0109375,\x26258096ade7e73b0fcb7b5e2ac1006a854deef6,
pod-listing-filled,2022-03-18T07:30:57+00:00,335,695812940.661609,0,671824695.992795,14524.410119,0.033,479.305533927,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-18T07:52:36+00:00,462,43666111.655075,0,19677866.986261,4263.308614,0.55,2344.81973770,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-18T08:19:48+00:00,301,218677718.578589,0,194689473.909775,4593.795975,0.12,551.25551700,\x0679be304b60cd6ff0c254a16ceef02cb19ca1b8,
pod-listing-filled,2022-03-18T09:10:07+00:00,264,26197232.616933,0,2203038.114492,400,0.96,384.00,\x9a5d202c5384a032473b2370d636dca39adcc28f,
pod-listing-filled,2022-03-18T09:14:00+00:00,81,136979532.73427,0,112985338.231829,1000,0.15,150.00,\x80ec8c4e035a9a200155a3f8d3e5fd29b2d8ca42,
pod-listing-filled,2022-03-18T09:24:32+00:00,88,697954557.880858,0,673960363.378417,1260.667121,0.066,83.204029986,\x8a8b65af44adf126faf6e98ca02174dff2d452df,
pod-listing-filled,2022-03-18T10:44:36+00:00,555,43670374.963689,0,19669079.339194,7541.355521,0.55,4147.74553655,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-18T10:48:00+00:00,280,81437561.439786,0,57436265.815291,42992.538368,0.33,14187.53766144,\x0679be304b60cd6ff0c254a16ceef02cb19ca1b8,
pod-listing-filled,2022-03-18T10:51:24+00:00,101,94257791.920114,0,70256496.295619,22434.511734,0.24,5384.28281616,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-18T10:55:21+00:00,531,136980532.73427,0,112979237.109775,110395.261033,0.15,16559.28915495,\x80ec8c4e035a9a200155a3f8d3e5fd29b2d8ca42,
pod-listing-filled,2022-03-18T12:10:10+00:00,88,695271790.792853,0,671262616.656518,4848.909225,0.04,193.95636900,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,
pod-listing-filled,2022-03-18T14:58:47+00:00,95,698115995.386371,0,674091986.626972,56157.982228,0.035,1965.529377980,\x26258096ade7e73b0fcb7b5e2ac1006a854deef6,
pod-order-filled,2022-02-06T02:06:10+00:00,146,40016336.000939,0,17439026.641266,5931.754665,0.2,1186.3509330,\x82f402847051bddaab0f5d4b481417281837c424,\x36998db3f9d958f0ebaef7b0b6bf11f3441b216f
pod-order-filled,2022-02-06T02:06:57+00:00,20,30093619.332251,0,7516309.972578,1108.739846,0.2,221.7479692,\x82f402847051bddaab0f5d4b481417281837c424,\x36998db3f9d958f0ebaef7b0b6bf11f3441b216f
pod-order-filled,2022-02-06T02:07:09+00:00,50,30475915.918693,0,7898606.55902,1107.800543,0.2,221.5601086,\x82f402847051bddaab0f5d4b481417281837c424,\x36998db3f9d958f0ebaef7b0b6bf11f3441b216f
pod-order-filled,2022-02-06T02:07:34+00:00,191,32955503.192184,0,10378193.832511,1069.723017,0.2,213.9446034,\x82f402847051bddaab0f5d4b481417281837c424,\x36998db3f9d958f0ebaef7b0b6bf11f3441b216f
pod-order-filled,2022-02-06T02:08:28+00:00,113,32537929.648192,0,9960620.288519,597.940445,0.2,119.5880890,\x82f402847051bddaab0f5d4b481417281837c424,\x36998db3f9d958f0ebaef7b0b6bf11f3441b216f
pod-order-filled,2022-02-06T02:09:38+00:00,289,128200293.224284,4370.751822,105627354.616433,16604.041484,0.2,3320.8082968,\x64298a72f4e3e23387efc409fc424a3f17356fc4,\x36998db3f9d958f0ebaef7b0b6bf11f3441b216f
pod-order-filled,2022-02-06T18:16:21+00:00,90,117206229.423574,27103.616715,94648348.59046,5555.555555,0.18,999.99999990,\x57b649e1e06fb90f4b3f04549a74619d6f56802e,\x88673cb5439fe3ea7eaa633c2e02fb07284e0765
pod-order-filled,2022-02-06T19:37:38+00:00,489,47521517.557564,59787.790203,24989659.580649,16000,0.25,4000.00,\x6a93946254899a34fdcb7fbf92dfd2e4ec1399e7,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-02-06T20:35:44+00:00,137,47521517.557564,39787.790203,24964000,20000,0.25,5000.00,\x6a93946254899a34fdcb7fbf92dfd2e4ec1399e7,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-02-06T20:51:53+00:00,262,26012876.542778,0,3415571.195011,1501.799049,0.4,600.7196196,\x6a93946254899a34fdcb7fbf92dfd2e4ec1399e7,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-02-07T06:06:30+00:00,552,27217591.471716,419019.066714,4995770.169871,10998.200951,0.4,4399.2803804,\x8d06ffb1500343975571cc0240152c413d803778,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-02-07T07:16:25+00:00,56,27783526.116217,256305.463451,5392222.840287,33333.333333,0.45,14999.99999985,\x8d06ffb1500343975571cc0240152c413d803778,\xe1d045be479ce7127186896a0149aac7137b455e
pod-order-filled,2022-02-07T07:17:18+00:00,241,27217591.471716,394019.066714,4964001.799049,25000,0.4,10000.0,\x8d06ffb1500343975571cc0240152c413d803778,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-02-07T14:23:50+00:00,40,47597305.347767,0,24932852.23886,14523.272406,0.265,3848.667187590,\x6a93946254899a34fdcb7fbf92dfd2e4ec1399e7,\xe1d045be479ce7127186896a0149aac7137b455e
pod-order-filled,2022-02-07T14:25:48+00:00,156,47521517.557564,9028.043742,24866092.492399,30759.746461,0.265,8151.332812165,\x6a93946254899a34fdcb7fbf92dfd2e4ec1399e7,\xe1d045be479ce7127186896a0149aac7137b455e
pod-order-filled,2022-02-07T20:19:22+00:00,428,27783526.116217,231305.463451,5320736.029333,25000,0.4,10000.0,\x8d06ffb1500343975571cc0240152c413d803778,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-02-07T21:15:16+00:00,401,36313652.89277,46584.908798,13654663.433833,20000,0.25,5000.00,\x47635847a5bc731592f7efb9a10f2461c2f5cdab,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-02-08T09:16:30+00:00,482,27783526.116217,215055.463451,5261410.888158,16250,0.4,6500.0,\x8d06ffb1500343975571cc0240152c413d803778,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-02-08T22:38:17+00:00,224,36313652.89277,0,13573097.467413,46584.908798,0.25,11646.22719950,\x47635847a5bc731592f7efb9a10f2461c2f5cdab,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-02-16T18:31:50+00:00,257,32955503.192184,0,9997937.54451,1069.723017,0.25,267.43075425,\x36998db3f9d958f0ebaef7b0b6bf11f3441b216f,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-02-16T18:32:30+00:00,355,32537929.648192,252.57226,9580616.572778,345.368185,0.25,86.34204625,\x36998db3f9d958f0ebaef7b0b6bf11f3441b216f,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-02-18T19:18:49+00:00,55,23999522.25399,3038.541665,1025505.631502,12500,0.8,10000.0,\xc5fb51e68d2753fd484b7f99a13c8e746720c6ac,\xe7003d4f740d6bbc2bb0f057d41df36085d8cba8
pod-order-filled,2022-02-19T19:06:47+00:00,347,221003663.002392,178368.924777,198199649.793719,20023.987333,0.03,600.71961999,\xa8444f263231a9884450017381b737ff832d3021,\x6a93946254899a34fdcb7fbf92dfd2e4ec1399e7
pod-order-filled,2022-02-19T19:16:13+00:00,554,221003663.002392,42005.288414,198063286.157356,136363.636363,0.011,1499.999999993,\xa8444f263231a9884450017381b737ff832d3021,\xfc748762f301229bcea219b584fdf8423d8060a1
pod-order-filled,2022-02-19T19:18:13+00:00,408,221003663.002392,0,198021280.868942,42005.288414,0.01,420.05288414,\xa8444f263231a9884450017381b737ff832d3021,\x0b8e605a7446801ae645e57de5aabbc251cd1e3c
pod-order-filled,2022-02-20T02:12:44+00:00,36,26258981.750842,0,3276599.617392,575.995631,0.55,316.79759705,\x5a57107a58a0447066c376b211059352b617c3ba,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c
pod-order-filled,2022-02-20T02:17:24+00:00,136,25475014.033485,0,2492631.900035,529.81624,0.55,291.3989320,\x5a57107a58a0447066c376b211059352b617c3ba,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c
pod-order-filled,2022-02-20T18:13:26+00:00,441,25471822.591753,0,2489440.458303,529.441732,0.55,291.19295260,\x5a57107a58a0447066c376b211059352b617c3ba,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c
pod-order-filled,2022-02-22T00:15:50+00:00,250,25354186.061189,0,2345434.460969,500.635194,0.55,275.34935670,\x5a57107a58a0447066c376b211059352b617c3ba,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c
pod-order-filled,2022-02-22T00:19:25+00:00,289,25353686.585833,0,2344934.985613,499.475356,0.55,274.71144580,\x5a57107a58a0447066c376b211059352b617c3ba,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c
pod-order-filled,2022-02-23T19:26:37+00:00,70,25348203.699905,3.248309,2328165.512653,483.681672,0.55,266.02491960,\x5a57107a58a0447066c376b211059352b617c3ba,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c
pod-order-filled,2022-02-24T11:07:13+00:00,250,51480878.285016,1226555.998095,29687392.84755,312607.15245,0.12,37512.8582940,\x8d06ffb1500343975571cc0240152c413d803778,\x0872fcfe9c10993c0e55bb0d0c61c327933d6549
pod-order-filled,2022-02-26T13:06:59+00:00,107,131492704.901115,0,108464533.921286,66346.441237,0.03,1990.39323711,\x297751960dad09c6d38b73538c1cce45457d796d,\xd3c1e750b5664170f4af828145295b678bafd460
pod-order-filled,2022-02-26T13:58:31+00:00,20,128221268.01759,4948.467499,105198045.50526,33653.558763,0.03,1009.60676289,\x297751960dad09c6d38b73538c1cce45457d796d,\xd3c1e750b5664170f4af828145295b678bafd460
pod-order-filled,2022-02-27T01:03:23+00:00,32,167963234.163137,38791.043522,144960099.998673,66666.666666,0.03,1999.99999998,\x297751960dad09c6d38b73538c1cce45457d796d,\x0b8e605a7446801ae645e57de5aabbc251cd1e3c
pod-order-filled,2022-03-03T05:28:02+00:00,127,401405678.29034,0,378290906.015122,36511.874656,0.011,401.630621216,\xb4670077b4d680595b15872d79dee61ffcb8b15d,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-03-04T13:21:04+00:00,396,629670321.709709,0,606540023.761312,18284.6154,0.01,182.846154,\xa9b13316697deb755cd86585de872ea09894ef0f,\x0b8e605a7446801ae645e57de5aabbc251cd1e3c
pod-order-filled,2022-03-07T07:56:47+00:00,112,27783526.116217,157309.801751,4809001.288231,17745.6617,0.4,7098.26468,\x8d06ffb1500343975571cc0240152c413d803778,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-03-07T09:10:16+00:00,265,24719262.956173,10064.177626,1597492.504062,2443.637935,0.53,1295.12810555,\x7ffa930d3f4774a0ba1d1fbb5b26000bbb90ca70,\x3efcb1c1b64e2ddd3ff1cab28ad4e5ba9cc90c1c
pod-order-filled,2022-03-08T10:20:04+00:00,717,25068632.122103,0,1934354.834394,3742.630948,0.4,1497.0523792,\xc6e76a8ca58b58a72116d73256990f6b54edc096,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-03-09T05:01:33+00:00,52,490262408.247583,436815.986689,467537419.70186,500000,0.012,6000.000,\x36998db3f9d958f0ebaef7b0b6bf11f3441b216f,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-03-11T21:25:28+00:00,177,94293396.462959,0,71028117.662118,11277.021866,0.1,1127.7021866,\xe341d029a0541f84f53de23e416bee8132101e48,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-03-11T21:34:20+00:00,278,40848235.510054,0,17582956.709213,655.888982,0.25,163.97224550,\xf28df3a3924eec94853b66daaace2c85e1eb24ca,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-03-11T21:35:41+00:00,436,43657916.319211,0,20392637.51837,20000,0.25,5000.00,\xf28df3a3924eec94853b66daaace2c85e1eb24ca,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-03-12T00:05:44+00:00,266,693535758.530681,0,670269772.030651,138626.226222,0.017,2356.645845774,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,\xf28df3a3924eec94853b66daaace2c85e1eb24ca
pod-order-filled,2022-03-12T00:07:10+00:00,160,693083416.760383,0,669817430.260353,72530,0.017,1233.010,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,\xf28df3a3924eec94853b66daaace2c85e1eb24ca
pod-order-filled,2022-03-12T07:09:27+00:00,157,92734901.265345,0,69445681.825197,18284.62,0.1,1828.462,\xa9b13316697deb755cd86585de872ea09894ef0f,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-03-12T07:11:42+00:00,359,92716616.649965,2520.402726,69429917.612543,15764.212654,0.1,1576.4212654,\xa9b13316697deb755cd86585de872ea09894ef0f,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-03-12T07:18:17+00:00,95,25072374.753051,0,1783155.312903,508.670984,0.7,356.0696888,\x5a57107a58a0447066c376b211059352b617c3ba,\x55493d2bf0860b23a6789e9beff8d03ce03911cd
pod-order-filled,2022-03-12T07:18:57+00:00,171,24937249.001452,0,1648029.561304,476.81166,0.7,333.768162,\x5a57107a58a0447066c376b211059352b617c3ba,\x55493d2bf0860b23a6789e9beff8d03ce03911cd
pod-order-filled,2022-03-12T16:09:49+00:00,130,694574785.077846,88383.049,671353809.852991,42152.951,0.016,674.447216,\xeafc0e4acf147e53398a4c9ae5f15950332cce06,\xf28df3a3924eec94853b66daaace2c85e1eb24ca
pod-order-filled,2022-03-12T23:19:11+00:00,372,42171298.965051,275244.161854,19116369.587374,3344.111018,0.25,836.02775450,\xde13b8b32a0c7c1c300cd4151772b7ebd605660b,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
pod-order-filled,2022-03-12T23:22:38+00:00,205,28269223.57303,0,4939050.033499,306.18,0.5,153.090,\x50a5ecd4876e7ff5e1a5c54a4f370c4c6f4047d8,\xeafc0e4acf147e53398a4c9ae5f15950332cce06
